,key,value
4607,becoming,26
41673,wall,26
36915,street,26
8135,coast,26
30475,propaganda,26
31928,refugees,26
15106,forced,26
8990,contract,26
28496,peddling,26
23299,magic,26
38082,teachers,26
5628,books,26
32073,release,26
29624,Poor,26
40453,unless,26
42290,wide,26
17720,heads,26
39567,trial,26
8502,Community,26
5310,blind,26
42379,wine,26
31082,Que,26
6428,businesses,26
34308,senate,26
9045,conversation,26
14989,flying,26
1696,address,26
17637,Having,26
27288,opening,26
30393,program,26
30177,prices,26
5931,breaking,25
22029,leading,25
11884,Done,25
18827,ice,25
37849,talented,25
11782,Doesn,25
36618,status,25
3813,average,25
29628,pop,25
8430,commentary,25
25708,names,25
18284,Home,25
43296,Yup,25
36596,statement,25
27700,overseas,25
21446,knowing,25
13272,era,25
1515,accounts,25
30423,projects,25
15079,Football,25
37222,suggest,25
7189,Central,25
35090,significant,25
10701,democracy,25
17586,hat,25
16225,gig,25
32286,reporting,25
18971,ill,25
32471,responsibility,25
4836,benefits,25
7191,centre,25
32051,related,25
12555,economy,25
26481,nonsense,25
3271,arse,25
35203,singing,25
37016,student,25
21738,ladies,25
40967,vaxxed,25
42553,wondering,25
30270,privilege,25
11179,dick,25
26888,Obviously,25
5367,blood,25
37400,supply,25
33926,score,25
21072,keeping,25
30306,problems,25
29152,piss,25
22290,letter,25
37333,sunset,25
9082,cooked,25
30872,pushing,25
16638,gov,25
9099,Cool,25
35390,sky,25
28318,path,25
19320,Indian,25
28824,Peter,25
39763,Trying,25
23521,mandate,25
29507,Police,24
26564,note,24
6987,cash,24
31739,recommend,24
17875,Hell,24
4794,below,24
13571,events,24
38676,threat,24
2913,anywhere,24
3191,argument,24
3416,assault,24
5713,boss,24
14596,fill,24
24113,medicine,24
3407,ass,24
4378,base,24
32472,responsible,24
18550,However,24
14123,fam,24
19079,impact,24
7346,changing,24
36328,spread,24
36840,Story,24
18478,hospitals,24
22993,Loved,24
24650,Mine,24
8740,confidence,24
23498,management,24
3559,atm,24
23399,majority,24
31436,rape,24
3014,appear,24
30158,previous,24
16795,grateful,24
28996,picked,24
30581,prove,24
8772,confused,24
8037,clock,24
9499,creation,24
15034,Follow,24
33909,Scomo,24
43234,yours,24
17894,helpful,24
17737,Health,24
6040,Bring,24
41568,vulnerable,24
41903,ways,24
12081,drawn,24
33131,Round,24
31346,raise,24
4005,background,24
16083,gente,24
35276,sites,24
19786,internet,24
29322,plays,24
19519,injections,24
7675,choices,24
34604,Shame,24
24143,meets,24
23784,mas,24
25704,named,24
14136,Family,24
32620,review,24
9608,critical,24
12499,eating,24
24812,missing,24
29849,powerful,24
19340,indigenous,24
35086,signed,24
6742,cancer,23
13802,experienced,23
27229,onto,23
33420,safety,23
16586,Gorgeous,23
18930,ignore,23
30758,pull,23
17971,herself,23
20424,Jenny,23
1689,adding,23
2001,Agreed,23
29782,posts,23
11356,direct,23
8709,conditions,23
18673,hun,23
42365,wind,23
18642,humans,23
33828,scary,23
22439,Lifeline,23
5027,BIG,23
1605,ACT,23
37750,table,23
7783,church,23
13861,exposed,23
42177,While,23
40361,unfortunately,23
7349,channel,23
21320,King,23
32075,released,23
18331,Honestly,23
19439,influence,23
39254,tour,23
41917,weak,23
23709,marketing,23
1353,ability,23
38394,tests,23
38404,text,23
38468,thats,23
18824,ICAC,23
22265,lesson,23
23701,Mark,23
9373,covered,23
22039,League,23
30834,pure,23
34169,seek,23
34850,shoes,23
14681,finish,23
28144,park,23
24386,mess,23
15890,garden,23
8245,cold,23
14059,Fair,23
6041,bringing,23
10409,decisions,23
42544,Won,23
10395,decide,23
15037,followed,23
14984,fly,23
22068,learnt,23
9519,credit,23
41301,violence,23
42065,weren,23
34330,Senior,23
41643,wake,23
32993,roll,23
22110,led,23
12643,effects,23
35887,Sometimes,23
11125,dia,23
32813,RIP,23
12425,Each,23
7062,cats,23
6779,cant,23
19353,individual,23
33290,Russia,23
25091,mood,23
33410,sadly,23
11485,discussion,23
29645,popular,23
8343,colours,23
33396,Sad,23
9329,Country,23
31987,regular,23
6904,caring,23
26547,nose,23
1884,afford,23
18277,Holy,23
34545,sexy,23
31687,received,22
41227,videos,22
18927,ignorant,22
27370,options,22
6981,CASE,22
12693,Either,22
2295,alive,22
2400,alright,22
29361,plot,22
10986,destroy,22
31459,rare,22
39728,Trump,22
42442,Wishing,22
18168,hits,22
31404,random,22
37062,stupidity,22
41857,Watching,22
3381,Ask,22
18975,illegal,22
2151,aka,22
41175,vibes,22
34475,session,22
4473,battle,22
8926,contact,22
5752,bottom,22
24954,modern,22
26414,Nobody,22
24709,mins,22
29533,politician,22
34274,selling,22
34862,shoot,22
42668,worried,22
42773,wrote,22
20627,journalism,22
11510,disgusting,22
38060,tbh,22
36538,star,22
35890,somewhere,22
23500,manager,22
28816,pet,22
8005,clients,22
13388,Especially,22
20629,journalist,22
5928,breakfast,22
24061,meaning,22
24245,memory,22
7977,Clearly,22
14598,filled,22
36606,station,22
24911,mob,22
30852,purpose,22
41662,walked,22
4748,belief,22
38940,tired,22
8460,commitment,22
25982,negative,22
33460,sake,22
33489,Sales,22
40612,Update,22
33895,scientific,22
22874,Long,22
11382,dirty,22
19341,Indigenous,22
3868,aware,21
27142,Olympics,21
23267,Made,21
1613,actions,21
14277,favour,21
35295,six,21
21234,kicking,21
34134,SECTION,21
36831,storm,21
11750,doctor,21
25799,nasty,21
9495,created,21
42322,wild,21
31611,realised,21
42120,WHAT,21
9177,corner,21
28215,particularly,21
30827,purchase,21
22309,levels,21
36092,speaker,21
34595,shall,21
12188,drugs,21
28276,passion,21
28275,passing,21
25211,mostly,21
12842,embarrassing,21
2675,ang,21
8190,code,21
14390,feet,21
12166,dropped,21
18251,holiday,21
26965,Off,21
7927,classic,21
40697,USA,21
13223,epic,21
27337,opposite,21
33293,Russian,21
12107,dress,21
36764,stock,21
9568,crime,21
21302,kinda,21
18242,holding,21
38214,tem,21
9145,copy,21
40616,updates,21
36016,source,21
5228,Black,21
3018,appears,21
37105,Sublime,21
26979,offering,21
37048,stunning,21
8858,considering,21
15078,football,21
29433,podcast,21
3322,ArtyArtyApril,21
23700,mark,21
17631,Haven,21
16830,greater,21
20778,Justice,21
15286,frame,21
34261,selfish,21
91,0xD50f228539e4F88Ea854c9eFEd13e156f5661F0F,21
22356,liar,21
29368,pls,21
19269,increase,21
691,302,21
11264,digital,21
36445,SSR,21
38791,tickets,21
22521,limited,21
24825,mistake,21
3390,asleep,21
1965,ages,21
1680,ADD,21
41404,VK1,21
10621,deliberate,21
31956,regardless,21
23417,Makes,21
2882,anxiety,21
5445,board,21
19279,incredibly,21
7289,challenge,21
31838,reduce,21
40107,Ukraine,21
37297,Sun,21
18353,honour,21
33484,sale,21
31604,Real,21
11391,disabled,21
31166,quiet,21
37190,sucks,21
10645,deliver,21
24297,mentioned,21
3222,arms,21
39538,tree,21
11480,discuss,21
8877,conspiracy,21
23749,Marsden,21
24247,Men,21
10597,del,21
27092,Old,21
12192,drunk,21
40891,values,21
31685,receive,21
24915,mobile,21
37205,suffer,21
21950,launch,21
25916,NDIS,20
38390,testing,20
16078,genocide,20
20613,Josh,20
33726,saved,20
27184,Once,20
30488,properly,20
28458,peak,20
14652,Find,20
20567,joining,20
28966,physical,20
4722,Being,20
30379,profit,20
2512,American,20
8124,coach,20
6056,British,20
14070,fairly,20
42337,WILL,20
13598,Everything,20
35068,sight,20
19917,investment,20
15064,fool,20
15915,gas,20
14247,father,20
22490,liked,20
13979,fabulous,20
3061,approach,20
3225,army,20
39362,traffic,20
29887,practice,20
25350,MSM,20
17090,gun,20
34959,shown,20
35038,sides,20
23495,manage,20
2549,amongst,20
30585,proven,20
4040,Bad,20
31106,queer,20
19627,inspiring,20
22932,Lord,20
8546,competition,20
17892,helped,20
40721,uses,20
9582,criminals,20
3899,Aww,20
30490,property,20
37049,Stunning,20
40642,upset,20
35128,silly,20
5042,bigotry,20
22614,listed,20
4556,bear,20
6749,candidate,20
31349,raised,20
6247,built,20
15437,friendly,20
18490,Hot,20
35176,sin,20
13037,enemy,20
15643,fund,20
7380,characters,20
37525,suspect,20
8394,comfortable,20
40417,United,20
42703,Wouldn,20
33950,Scotty,20
13134,ensure,20
22296,letting,20
5183,bitch,20
28764,personally,20
37790,tag,20
43028,Yay,20
22618,listened,20
29251,planning,20
8053,closer,20
20267,jail,20
21468,koalas,20
15684,Funny,20
41722,Want,20
34760,shift,20
23256,mad,20
29510,policies,20
4668,Before,20
5018,Biden,19
18638,humanity,19
13578,Ever,19
25651,nah,19
17502,hardly,19
33488,sales,19
8577,complex,19
35194,sing,19
8504,como,19
33205,rubbish,19
13146,enter,19
6640,Call,19
8800,connection,19
8170,cock,19
34637,shared,19
5185,bitches,19
38104,tears,19
37788,TAFE,19
20734,jump,19
36301,Spot,19
13733,exercise,19
18631,Human,19
28726,pero,19
40412,unit,19
21894,las,19
5878,brand,19
27814,pack,19
24646,minds,19
16094,genuinely,19
31259,racism,19
13059,engaging,19
30198,prime,19
15405,fresh,19
32147,remind,19
34317,sending,19
1682,added,19
6382,burn,19
10059,Daily,19
10571,degree,19
30134,pretend,19
7472,checked,19
39168,topic,19
39886,turning,19
13031,ends,19
1954,agenda,19
15391,French,19
30353,products,19
22990,LOVE,19
11878,donations,19
9267,costs,19
16832,greatest,19
16050,generation,19
20459,Jesus,19
34939,Show,19
7084,causing,19
19149,impressive,19
34517,several,19
12942,empty,19
7350,Channel,19
5613,booked,19
23239,machine,19
33773,Says,19
23496,managed,19
35882,Something,19
38659,Thought,19
5687,borders,19
21465,koala,19
34880,shopping,19
38132,technology,19
8980,continues,19
5609,Book,19
17420,hang,19
18171,hitting,19
10357,debut,19
40939,various,19
12101,dreams,19
38152,teeth,19
26619,NOW,19
39866,TURBO,19
33756,Say,19
11058,development,19
12475,easier,19
32574,returning,19
2221,alcohol,19
23888,Mate,19
38615,third,19
18019,hide,19
35244,Sir,19
11001,detail,19
18393,Hop,19
32731,rid,19
6678,camera,19
18852,ICU,19
39809,Tuesday,19
16872,grew,19
39121,Tonight,19
7227,certain,19
16522,GOOD,19
41173,vibe,19
1608,acting,19
43138,Yesterday,19
27285,opened,19
12076,draw,19
32273,replies,19
15616,Full,19
38384,tested,19
5051,bike,18
11971,Double,18
28244,pas,18
41726,wanting,18
20543,Joe,18
41508,Vote,18
36163,spending,18
36913,streaming,18
24707,minority,18
7784,Church,18
14817,flags,18
32346,require,18
14342,feature,18
29010,pics,18
7175,censorship,18
4597,became,18
14385,feelings,18
31963,region,18
34532,Sex,18
36999,struggling,18
12144,driven,18
39587,tribute,18
24512,mid,18
34806,Shit,18
3165,areas,18
40621,upgrade,18
28036,pants,18
14379,Feel,18
30403,progress,18
26280,nights,18
40159,unable,18
26438,noise,18
19236,includes,18
2547,among,18
36692,steps,18
29017,pictures,18
25515,Music,18
6880,cards,18
3311,artists,18
8786,congratulations,18
11870,donate,18
14714,fired,18
39300,toxic,18
15796,gain,18
43100,yep,18
34627,shape,18
28238,parts,18
2501,Amen,18
29858,powers,18
5136,bir,18
39142,Took,18
14239,fat,18
23738,marriage,18
8841,consequences,18
34318,Sending,18
43244,YouTube,18
15059,Food,18
29842,Power,18
36600,States,18
14403,fell,18
7729,chosen,18
19456,informed,18
11764,documents,18
16092,genuine,18
14110,falling,18
38574,THEY,18
40764,utter,18
21229,kicked,18
2372,Almost,18
30897,puts,18
13815,experts,18
19520,injured,18
6751,candidates,18
31771,recover,18
16942,Group,18
13201,environment,18
32244,repeat,18
17498,harder,18
21846,lang,18
6194,buddy,18
40101,ukelele,18
12719,elderly,18
22084,leaves,18
33873,School,18
37699,symptoms,18
13987,Facebook,18
38079,teach,18
31490,rates,18
19521,injuries,18
18299,homes,18
17642,Hawaii,18
18902,IDLE,18
39846,tune,18
21944,laughing,18
10113,Dan,18
38013,taught,18
26610,November,18
6163,btw,18
6084,broke,18
38928,tips,18
17521,harm,18
17172,gym,18
33791,scam,18
1874,affected,18
9699,cruel,18
33901,scientists,18
30146,prevent,18
6609,cake,18
4180,balls,18
18915,IFB,18
28335,patients,18
5592,bonus,18
12909,empathy,18
36138,speed,18
42215,White,18
9945,customer,18
18495,Hotel,18
7666,chocolate,18
21943,laughed,17
5816,Boys,17
25011,mon,17
38769,Thx,17
38861,TIME,17
36055,Space,17
42410,winter,17
270,150,17
19147,impressed,17
22423,lied,17
9126,cop,17
15252,four,17
37721,systems,17
21922,lately,17
9864,cunt,17
22794,lockdowns,17
2129,airport,17
24848,mix,17
38788,ticket,17
17747,heaps,17
11366,directly,17
23422,Making,17
36333,spreading,17
12479,easily,17
15484,FROM,17
13017,ending,17
12466,Earth,17
8516,Company,17
22023,Leader,17
39665,troll,17
9189,corporate,17
41348,vision,17
42429,wise,17
27373,Optus,17
31184,Quite,17
30185,pride,17
37507,survive,17
30195,primary,17
18182,Hmmm,17
10134,danger,17
19052,immediately,17
5694,boring,17
41819,washing,17
16626,Gotta,17
42054,Went,17
30561,protesting,17
20787,justify,17
30565,protests,17
24390,messages,17
25696,naman,17
5621,booking,17
41198,victims,17
3787,Available,17
4760,believes,17
31131,Question,17
8676,concerns,17
2763,announce,17
8673,concerned,17
38532,theory,17
8635,computer,17
10321,Dear,17
29263,plants,17
2204,Albanese,17
37612,Sweet,17
19718,intelligence,17
2764,announced,17
475,2017,17
27329,opportunities,17
31397,ran,17
17029,guessing,17
32087,relevant,17
40957,vax,17
14202,farmers,17
15025,folk,17
17247,hahaha,17
19234,included,17
39416,Trans,17
9361,cousin,17
29680,Port,17
35833,solid,17
15074,foot,17
37209,suffering,17
37206,suffered,17
30227,print,17
2983,apology,17
22473,lights,17
26869,obsessed,17
23824,mass,17
35849,solo,17
8451,commission,17
28562,penalty,17
36522,standards,17
4750,beliefs,17
25940,necessary,17
11828,dollars,17
2423,although,17
28149,parking,17
4056,badly,17
6426,Business,17
19575,insane,17
10680,demand,17
3067,appropriate,17
17157,gvt,17
18581,https,17
40130,uma,17
1754,admit,17
35580,Smith,17
30541,protecting,17
31198,quote,17
21882,Lara,17
33744,Saw,17
7100,CBD,17
39530,treated,17
31676,recall,17
15164,forgotten,17
26623,nowhere,17
1523,accurate,17
41487,volunteers,17
35876,somehow,17
42454,WITH,17
12133,drinks,17
22727,lmao,17
20332,January,17
11622,District,17
32289,reports,17
37859,Talk,17
8672,concern,16
41759,warm,16
476,2018,16
11211,didnt,16
28332,patient,16
9676,crowd,16
32154,reminds,16
39382,trained,16
23283,mag,16
13785,expecting,16
29116,pink,16
31255,racing,16
3054,Appreciate,16
9894,curious,16
42518,woke,16
30469,proof,16
1570,ACL,16
16545,Google,16
39050,toilet,16
678,300,16
29755,Post,16
22567,Link,16
7987,clever,16
30102,President,16
1156,80s,16
11147,Diamond,16
42436,Wish,16
33848,schedule,16
33980,screaming,16
36520,standard,16
36841,STORY,16
24050,meal,16
21749,Lady,16
35184,Since,16
11502,disgraceful,16
35504,slowly,16
9371,coverage,16
5746,bottle,16
37984,Tasmania,16
19548,innocent,16
38337,terms,16
38509,theme,16
13696,Excited,16
35857,solution,16
3376,ASIO,16
29043,pig,16
9586,cringe,16
42768,Wrong,16
7204,century,16
27097,older,16
2812,answers,16
1223,90s,16
2996,appalling,16
42547,Wonder,16
26128,NEVER,16
15360,Freedom,16
38846,til,16
35094,signs,16
33231,ruined,16
37888,Tame,16
9741,cry,16
36495,Stakes,16
10037,daddy,16
36801,stood,16
33733,saving,16
23009,Loving,16
2766,announcement,16
34947,shower,16
36530,stands,16
23626,map,16
3969,babies,16
11397,disagree,16
2775,annoying,16
31096,queen,16
41737,War,16
19559,INNR,16
18538,housing,16
16639,Gov,16
25066,monster,16
32834,rise,16
7994,click,16
67,0893252011,16
15427,fridge,16
9202,Correct,16
17226,hadn,16
2386,alot,16
14384,Feeling,16
2348,allowing,16
21712,labour,16
25475,murdered,16
27767,oxygen,16
42628,worker,16
1551,achieve,16
30983,QLD,16
19307,independent,16
31972,registered,16
41815,wash,16
20555,John,16
26993,officially,16
12463,ears,16
16304,Given,16
16442,GOD,16
37418,supports,16
23846,master,16
34121,seconds,16
10298,deadly,16
30688,pub,16
12485,East,16
10548,definition,16
32340,request,16
34096,seats,16
14356,fed,16
36056,SpaceAge,16
31480,RAT,16
35422,slaughter,16
30050,prepared,16
1466,accepted,16
16332,glass,16
35023,Sick,16
10364,decades,16
17692,Head,16
14372,feedback,16
12636,effect,16
25117,moral,16
10988,destroyed,16
31725,recognise,16
7230,Certainly,16
38883,timing,16
10659,delivery,16
17709,headline,16
37181,suck,16
10483,deeply,16
25635,nada,16
37051,stunt,16
29748,possibly,16
10503,defence,16
14814,flag,16
37282,Summer,16
4809,bench,16
10231,dates,16
2510,America,16
11066,devil,16
41205,Victorian,15
36093,Speaker,15
19601,insight,15
32596,reveal,15
32150,reminder,15
10362,decade,15
7396,charity,15
28881,pharmaceutical,15
30885,Put,15
9277,couch,15
16329,glance,15
9489,cream,15
1784,adult,15
17039,guide,15
28666,perfectly,15
13451,Estate,15
8531,compassion,15
40377,uni,15
6720,CAN,15
17065,guitar,15
43119,YES,15
31294,radio,15
33896,Scientific,15
18043,highest,15
18608,Huge,15
11388,disability,15
2840,Anti,15
1797,advantage,15
30439,promised,15
38091,Team,15
12640,effective,15
34162,seed,15
14261,fault,15
9912,Currently,15
2515,Americans,15
30892,Putin,15
26321,Nine,15
9094,cooking,15
15243,Found,15
27555,Ouch,15
18494,hotel,15
4687,beginning,15
6836,captain,15
22225,length,15
38609,Thinking,15
3611,attitude,15
11877,donation,15
38732,thru,15
15846,Games,15
12131,drinking,15
41408,VK2,15
4683,begin,15
32481,restaurant,15
37781,tactics,15
25003,moments,15
6890,careful,15
15181,formed,15
24100,Media,15
23849,Mastercard,15
5899,brave,15
8499,communities,15
33704,sauce,15
39353,trading,15
36099,speaks,15
22196,Leigh,15
7500,cheese,15
22554,lines,15
17602,hates,15
11411,disappointed,15
26978,offered,15
23501,Manager,15
24937,mode,15
9554,crew,15
20680,judge,15
3525,ate,15
35391,Sky,15
28278,passionate,15
6558,cabinet,15
30763,pulling,15
30593,provided,15
18878,identity,15
36859,Straight,15
31954,regarding,15
21707,labor,15
3688,Aus,15
14139,famous,15
36614,stats,15
42343,willing,15
29756,POST,15
30540,protected,15
12484,east,15
448,200,15
22031,leads,15
25292,movement,15
17802,heaven,15
20214,jab,15
9428,crack,15
4222,bang,15
42125,Whatever,15
12866,emergency,15
15547,fuckers,15
17333,Half,15
7727,chose,15
12897,emotional,15
39483,trauma,15
23949,Max,15
22330,LFG,15
24487,Michael,15
25299,movies,15
23002,lovers,15
34047,sea,15
28190,Part,15
25943,neck,15
13567,Evening,15
21988,lay,15
26770,nya,15
12393,Dylan,15
11059,Development,15
43375,Zealand,15
27317,opinions,15
2170,ako,15
39669,trolling,15
26245,nie,15
9377,covers,15
37462,surgery,15
22144,leg,15
19499,ini,15
5093,bin,15
5784,bowl,15
7891,claiming,15
13810,expert,15
6884,Care,15
13880,extended,15
27749,owned,15
39033,todo,15
16680,grab,15
3597,attend,15
36642,steal,15
23827,massacre,15
27047,oil,15
40000,types,15
38249,ten,15
42792,wtf,15
13054,engage,15
